Argentina,Austria,"Bahamas, The",Bangladesh,Belgium,Belize,Benin,Bermuda,Bolivia,Botswana,Brazil,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Chile,China,Colombia,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Denmark,Dominican Republic,Ecuador,"Egypt, Arab Rep.",Fiji,Finland,France,Gabon,Ghana,Greece,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,"Iran, Islamic Rep.",Italy,Japan,Kenya,"Korea, Rep.",Lesotho,Luxembourg,Madagascar,Malawi,Malaysia,Mexico,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Norway,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Portugal,Puerto Rico,Rwanda,Senegal,Seychelles,Sierra Leone,Singapore,South Africa,Spain,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Thailand,Togo,Trinidad and Tobago,Turkiye,United Kingdom,United States,Uruguay,Zambia,Zimbabwe
0.7859814959661445,2.4439593769561276,11.457804824220702,0.6932231818827698,-0.3092681059600064,71.17518346655032,4.859933851086842,-19.73961390307604,-0.6512261469925688,5.693124254299144,-0.10350409339142477,9.619282005624795,-12.725654211922256,1.8439991267374396,36.82004357778378,-7.663968236806468,-0.15998590570620613,0.003394337444800916,-0.35829915226240766,0.44664754584481936,4.586259456416411,0.4476718211401339,9.518218935552323,-1.5937294796031969,0.2982728663627156,-0.13154314207479373,0.19458172800755125,29.153909583562392,-0.1994000493303487,-0.0508594594925851,4.127835550279152,0.4828326360044763,-0.3602905657695858,-0.610806684876442,20.032207610610737,-21.934884909775537,10.931756204906787,-0.013557754997523494,-0.19061086926681392,0.03206857842462411,0.02913979756091943,-0.006570112690578066,0.4498806226336011,0.06374534235983276,-34.78042047981132,1.5346845686041095,3.828790268014146,-16.515845446786248,-0.008062733168489787,-0.03761071942582695,8.166848823444198,-0.08014328849865694,-17.18276166436918,-3.7997163464373145,0.0952824922679208,0.12808379183127988,-0.07850538540890721,-1.4006008383921889,-12.901736335657798,5.708095855959715,0.17013839919457557,-0.0668153878880982,0.19550540048601228,1.4407107622014577,-4.132384191113299,8.792780963589397,-30.676231424820816,26.153627488018852,-0.824947756275043,0.11538280289289948,-0.04726220406416485,69.4634185238827,-0.8751405182833579,0.49839451001393203,0.3802955974303427,-0.17812633469392108,38.415714271628964,-3.0803653497738677,0.06164452923134309,0.015506159939066415,-0.0014697496922138635,-5.691697576711154,7.33236925760375,-6.710581273446774
