Argentina,Austria,"Bahamas, The",Bangladesh,Belgium,Belize,Benin,Bermuda,Bolivia,Botswana,Brazil,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Chile,China,Colombia,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Denmark,Dominican Republic,Ecuador,"Egypt, Arab Rep.",Fiji,Finland,France,Gabon,Ghana,Greece,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,"Iran, Islamic Rep.",Italy,Japan,Kenya,"Korea, Rep.",Lesotho,Luxembourg,Madagascar,Malawi,Malaysia,Mexico,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Norway,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Portugal,Puerto Rico,Rwanda,Senegal,Seychelles,Sierra Leone,Singapore,South Africa,Spain,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Thailand,Togo,Trinidad and Tobago,Turkiye,United Kingdom,United States,Uruguay,Zambia,Zimbabwe
-0.0846075297743738,0.17476296020495852,-1.2288272010065828,-0.9773111566574997,-1.4194557375484465,0.05065789274647481,0.5168920759867928,0.2229253827139681,-0.0717003720482241,0.11056701639675204,0.013482686529414423,0.23304401507118166,-0.1311425015717863,0.3517141831420272,0.021483008640752366,0.033973991303761775,0.5537563930036455,-0.07882627635217432,0.5270430024142314,-1.0575769818794711,0.08186010537670851,-0.0073302237211141374,0.8923995039953034,1.0101144637359596,-1.4421369407774556,-0.6435480268015255,-0.16943525982030394,0.20534398159144995,2.163763665190956,-0.13788248960827332,1.8651770492522202,-0.7363618421541442,-0.6517741337904326,-0.23488414433444937,0.1613125683150592,-1.085960580089484,-0.23062915115956883,0.7815780992074224,0.08025184449041944,0.2727562952053937,-0.03826562156177715,3.204855261174089e-05,1.1001149328949609,0.24331244251942508,-0.12021048263861123,0.7170893269308607,0.5043444479968229,-0.10389188453033738,-0.7995471584016087,0.14178076138415463,0.7175862283872041,0.7266208183928597,-0.7541571437515163,0.6755058013328794,0.39757295078615584,-1.215167751282209,1.981963187054248,-0.46042069383751993,0.6148691149209302,0.04441645017753615,1.472288065139864,-0.6783376685867069,0.6911565869876242,2.022821640576801,-0.0344257688686167,1.1428978339676368,-0.03322100307216341,-0.10700656256165075,-1.3533657892480448,1.7984784280041026,-0.12259459391219707,0.08827620542979722,-1.4089131185433743,0.23502723066163567,-1.2914233319749684,-0.07861642253752166,0.09169781653426468,0.10219388915864247,-0.2786054331136256,-0.02772021188513918,0.006616256107918161,0.42840603748445893,0.7958629860378563,1.9319738669228022
