0.908062569,1,1,0.877722001,1,0.935065934,0.895345034,0.863343849,0.949852794,1,1,1,1,0.701297542,0.1,0.954213515,1,1,0.980463839,0.956549324,0.336474484,0.352678932,0.447546188,1,1,1,1,1,1,1,0.395671661,1,1,1,1,0.609724406,1,1,1,0.991132009,1
0.85967461,1,1,0.637030167,1,0.934149215,0.762839126,0.793751783,0.948296566,1,1,1,1,0.711262253,0.251892919,0.917197315,1,1,0.979854138,0.912081046,0.1,0.415665441,0.456905716,1,1,1,1,1,1,1,0.356366947,1,1,1,1,0.630768585,1,1,1,0.990560788,1
0.778496464,1,1,0.938597627,1,1,0.962295098,0.948675057,0.968579168,1,1,1,1,0.71741388,0.293096009,1,1,1,0.963928083,0.964225339,0.904480882,0.605818051,0.359071317,1,1,1,1,1,1,1,0.1,0.99964617,1,1,1,0.99371593,1,1,1,0.993452235,1
0.535306273,0.483431042,0.772990184,0.662390165,0.641141776,0.651211566,0.694264415,0.608913723,0.690069072,0.824520156,0.559431087,0.474783232,0.29861418,0.638594348,0.585079558,0.683627409,0.571458517,0.79615972,0.756792283,0.609904745,0.2410262,0.757797755,0.681101876,0.58140366,0.442077093,0.1,0.944810431,0.280301088,0.647303107,1,0.718344151,0.593665079,0.804416211,0.766729507,0.696198566,0.777768955,0.854226656,0.975784992,0.927830573,0.674721086,0.780009974
0.164983682,0.113960024,0.111598029,0.25553357,0.176546369,1,0.139578878,0.111794076,0.176215947,0.116357279,0.242939255,0.195839094,0.109289553,0.228811543,0.61135185,0.147914519,0.24669789,0.480314903,0.138404639,0.216887336,0.120890915,0.204126236,0.156678121,0.124798173,0.116185505,0.117988323,0.173295817,0.103419532,0.10063922,0.1,0.117605184,0.210304876,0.211232805,0.237174184,0.123385308,0.152000828,0.166801982,0.696222877,0.120392103,0.118457455,0.163177968
0.136605442,0.105823297,0.103573113,0.17724105,0.137262225,1,0.120013546,0.108197746,0.140076548,0.106394138,0.159621216,0.137447415,0.105387073,0.218005634,0.494905501,0.142436018,0.166599753,0.215847718,0.127995235,0.149137367,0.109188362,0.17773545,0.136477281,0.115668714,0.105902819,0.111330423,0.166726878,0.102784838,0.100402288,0.1,0.108649362,0.141230186,0.150151246,0.171168783,0.108040978,0.14857692,0.124475832,0.38685773,0.111053294,0.117136283,0.142966531
0.218829512,0.12547411,0.110965842,0.221001282,0.139152995,0.526554952,0.330445822,0.548974903,0.553085555,0.16568814,0.139359387,0.105387316,0.226665506,0.557414606,0.740035351,0.35392465,0.15368177,0.121490069,0.339474794,0.17706124,0.440392155,0.863361493,0.503924297,0.171016464,0.170493877,0.408889156,0.251823775,0.600245065,0.169749368,0.127413657,0.155255867,0.193521536,0.190058772,0.383613611,0.134572572,0.336421845,0.1,0.110182396,0.504253397,1,0.170589138
0.141202831,0.112714979,0.138215129,0.125897731,0.164744897,0.332438172,0.149355876,0.158442158,0.207634137,0.129530648,0.10793741,0.132120962,0.198607208,0.223532061,0.324440119,0.357467484,0.119870732,0.132956283,0.251601034,0.162722155,0.216727178,0.215005315,0.178540999,0.298419568,0.137812415,0.258110095,0.506594971,0.469162081,0.166551538,0.241480683,0.349060152,0.193156173,0.134138229,0.182482349,0.1,0.230598291,0.118380399,0.159940374,1,0.92901251,0.153105011
0.232999594,0.430935154,0.590209285,0.15201716,0.83154165,0.191357757,0.138593576,0.150330419,0.143954532,0.554144773,0.349016689,0.529388221,0.313870558,0.130575585,0.111247132,0.306794131,0.418790701,0.49417794,0.317035985,0.246892511,0.123336618,0.1,0.113052111,0.421905439,0.343011578,0.251081583,0.555180987,0.336671687,0.402831216,0.391680273,0.347026342,0.511925027,0.399183819,0.224251341,0.34360386,0.189441935,0.480162029,1,0.3455035,0.299009039,0.880602825
0.118391257,0.107653,0.116048024,0.146728759,0.178057789,0.620508673,0.106842241,0.101173179,0.115632491,0.106336103,0.156015774,0.227431278,0.106262682,0.141570522,0.244236948,0.150912212,0.165885473,0.282470705,0.117155592,0.156962441,0.102864993,0.11309555,0.108991767,0.143932501,0.107360877,0.111634935,0.342026324,0.104600548,0.1,0.103675752,0.142196946,0.169066022,0.143548211,0.131533672,0.106051791,0.123424523,0.180661903,1,0.144184008,0.117069674,0.150755997
