Algeria,Argentina,Austria,Bahamas,Bangladesh,Belgium,Belize,Benin,Bermuda,Bolivia,Botswana,Brazil,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Chile,China,Colombia,Congo,Congo2,Costa Rica,Cote dIvoire,Denmark,Dominican Republic,Ecuador,Egypt,Fiji,Finland,France,Gabon,Ghana,Greece,Guatemala,Guyana,Haiti,Honduras,India,Indonesia,Iran,Italy,Japan,Kenya,Korea Rep,Lesotho,Luxembourg,Madagascar,Malawi,Malaysia,Mexico,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Norway,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Portugal,Puerto Rico,Rwanda,Senegal,Seychelles,Sierra Leone,Singapore,South Africa,Spain,St Vincent,Sudan,Suriname,Sweden,Thailand,Togo,Trinidad and Tobago,Turkiye,United Kingdom,United States,Uruguay,Zambia,Zimbabwe,Australia
0.634052488,0.551910626,0.602519641,0.511431437,0.676517524,0.601165654,0.615337382,0.703797849,0.627844208,0.606732044,0.694881596,0.561338385,0.64663955,0.725953084,0.775298379,0.588478297,0.614424695,0.669406586,0.655244888,0.626801137,0.627543322,0.780684237,0.581277094,0.639067254,0.597284226,0.646890288,0.660259653,0.67767092,0.667450827,0.617162757,0.614685463,0.655064356,0.568830445,0.588378002,0.610453001,0.618968073,0.575349641,0.591707806,0.664201259,0.682986572,0.546825653,0.612428818,0.646699727,0.641815345,0.676637878,0.610934418,0.598437622,0.505674486,0.550907673,0.673588901,0.689475678,0.687630245,0.596100741,0.657752271,0.602178637,0.472296205,0.619991085,0.683407812,0.696305789,0.601205773,0.695934697,0.659647852,0.63828495,0.620191675,0.615477796,0.658484426,0.655916866,0.521571293,0.632858974,0.712443305,0.657732212,0.602639996,0.650240152,0.678563548,0.675173567,0.60852733,0.663208336,0.570715997,0.649869059,0.652677328,0.596060623,0.629418844,0.619609963,0.665826043,0.729583774,0.637452499
0.668152895,0.596582159,0.624133281,0.671151725,0.625366914,0.609931465,0.602880704,0.626379896,0.55095782,0.56445757,0.725983173,0.612288405,0.699866273,0.593392768,0.679345852,0.681351758,0.657591798,0.493498635,0.694400178,0.613471889,0.599370368,0.840640776,0.530888728,0.605979829,0.640922717,0.621004068,0.610132055,0.703326461,0.544007355,0.635135677,0.62908787,0.572892405,0.534519418,0.592600435,0.568559648,0.471674375,0.568218644,0.583152616,0.638826545,0.626500251,0.836358166,0.60811612,0.636860757,0.619068368,0.687590126,0.648665515,0.615307294,0.584907784,0.629067811,0.663569399,0.598738508,0.641865493,0.591517245,0.595779796,0.625768095,0.535732992,0.606320834,0.66952694,0.657601828,0.607504318,0.589942609,0.601727308,0.641053101,0.625376943,0.588347913,0.622127375,0.68430044,0.592750878,0.651925113,0.675193626,0.600122583,0.61646069,0.648866106,0.663729871,0.561839862,0.616490778,0.657641946,0.568038112,0.642066083,0.639699114,0.623972809,0.585880649,0.506095726,0.575750822,0.630381679,0.637312086
0.658123363,0.647582326,0.633781691,0.640040118,0.642888505,0.607093107,0.582470608,0.560355491,0.624113222,0.563424528,0.735822143,0.574577367,0.607434112,0.641223603,0.672836686,0.522453892,0.761216916,0.553645735,0.711981947,0.619750376,0.618125592,0.66267677,0.632678442,0.564848721,0.630000557,0.650380565,0.600583942,0.655054327,0.564246949,0.635225943,0.616410542,0.660209506,0.558189112,0.593142029,0.578167939,0.535843316,0.613070708,0.613050649,0.677069148,0.648053714,0.715161308,0.615688416,0.640371093,0.61709255,0.738118906,0.623882543,0.633942163,0.612990472,0.641263721,0.666668524,0.569000947,0.574105979,0.624725024,0.650230122,0.565209784,0.494401293,0.643811222,0.671944058,0.558921268,0.636289073,0.57344403,0.499576531,0.622989915,0.602228785,0.580474731,0.663940491,0.54732713,0.586823425,0.582871789,0.689756505,0.585439349,0.621716164,0.625717947,0.624654817,0.564848721,0.623030033,0.659968797,0.549664011,0.50065972,0.653820694,0.646308575,0.649939266,0.500920488,0.584235805,0.619860701,0.581648186
0.66012927,0.619720288,0.6044754,0.746092383,0.652135733,0.628696718,0.62374213,0.683498078,0.608788098,0.601947958,0.689666239,0.658123363,0.586121357,0.605528501,0.678934641,0.69906391,0.624514404,0.645125091,0.756332535,0.637572853,0.659537527,0.673929905,0.684440854,0.576874129,0.645746921,0.616530897,0.630291414,0.701711707,0.688141751,0.636439516,0.619148604,0.679275645,0.690699281,0.624133281,0.608948571,0.55352538,0.606982783,0.667420739,0.642286733,0.672585948,0.53235304,0.636319162,0.648204157,0.621565721,0.709795509,0.65947735,0.666016604,0.621615869,0.657722182,0.681813116,0.638174625,0.701059787,0.634674319,0.588257648,0.435267176,0.592770937,0.664662618,0.65476347,0.631133894,0.60040341,0.632217084,0.640150443,0.533366022,0.585108375,0.663428985,0.561428651,0.643440129,0.64920711,0.645014766,0.692143534,0.655104474,0.621866607,0.670018387,0.553725971,0.584907784,0.646388812,0.661653758,0.65968797,0.546284059,0.671282108,0.6267209,0.676547612,0.592500139,0.600583942,0.584837577,0.650019502
0.64107316,0.551920655,0.629027693,0.652396501,0.637482588,0.62053268,0.614123809,0.679486265,0.583874742,0.587154399,0.675424305,0.682695715,0.689385413,0.722141862,0.684832005,0.643349863,0.822537471,0.644182315,0.73867053,0.635125648,0.608657714,0.592068869,0.611205215,0.649106815,0.644122137,0.582671199,0.6434301,0.66205494,0.557697665,0.639558701,0.620241823,0.580564997,0.655034268,0.629138017,0.597855909,0.628034769,0.610021731,0.660390037,0.656659052,0.62866663,0.622699058,0.632026523,0.655716276,0.647100908,0.68258539,0.630140971,0.631966345,0.615558032,0.649808882,0.593683624,0.625908508,0.665595364,0.629840085,0.563023347,0.681371817,0.663268513,0.659657882,0.680108096,0.653529838,0.644082019,0.649327464,0.624634758,0.535181367,0.632116788,0.635025352,0.64812392,0.638696161,0.71555246,0.550697052,0.597715496,0.591808102,0.627242436,0.665936368,0.540968407,0.624022956,0.625627682,0.650571126,0.65968797,0.562652254,0.646499136,0.64555636,0.64578704,0.618677216,0.620161587,0.67360896,0.65689976
0.607975706,0.6656756,0.627041845,0.621986962,0.645817128,0.622247729,0.649487937,0.625738006,0.67083078,0.57814788,0.685935254,0.679085084,0.683748816,0.636559871,0.67188388,0.639849557,0.563023347,0.657902714,0.6937282,0.662375885,0.651273193,0.535141249,0.65948738,0.636650137,0.653148716,0.639287903,0.63871622,0.65155402,0.681692762,0.631605282,0.627402909,0.59590015,0.656107427,0.609159191,0.605398117,0.594927286,0.598969187,0.657431326,0.651874965,0.66182426,0.505824929,0.632648353,0.63700117,0.67595587,0.717568396,0.650952248,0.704098735,0.623621775,0.601807544,0.616410542,0.573082967,0.649758734,0.631916198,0.59376386,0.667671477,0.604575695,0.64450326,0.659146375,0.639749262,0.651032485,0.653760517,0.698502257,0.639177578,0.645496183,0.653880871,0.658845489,0.635326238,0.602188667,0.616360394,0.617433554,0.604144425,0.636589959,0.66012927,0.658263777,0.611987519,0.630953363,0.65946732,0.61988076,0.57107706,0.674290968,0.635556918,0.638696161,0.692324065,0.611225274,0.62501588,0.643741015
0.596943222,0.631093776,0.617573968,0.633902045,0.641795286,0.627102023,0.711630913,0.588919597,0.641574636,0.62866663,0.723134786,0.63936814,0.601596924,0.659156405,0.58243049,0.554428038,0.580003343,0.668754667,0.720878141,0.657812448,0.63080292,0.605859475,0.651754611,0.600463587,0.606511395,0.705432663,0.601366245,0.642407088,0.537618543,0.639819468,0.629659553,0.431997548,0.652055497,0.581307182,0.639508553,0.612980442,0.596000446,0.670539923,0.643730986,0.654111551,0.602238814,0.635978158,0.650591185,0.663509222,0.731579651,0.611285452,0.643590572,0.615748593,0.620261882,0.656037221,0.621234747,0.620973979,0.623330919,0.596883045,0.604846492,0.636058394,0.621545662,0.66867443,0.585820471,0.631745696,0.680007801,0.701511116,0.64771271,0.667962334,0.66182426,0.603723185,0.666708642,0.64813395,0.676487435,0.712262774,0.625035939,0.659597704,0.608356828,0.74659386,0.541780799,0.637602942,0.699435003,0.609078955,0.558209171,0.699104029,0.658053157,0.638656043,0.684129938,0.63080292,0.615507884,0.629629465
0.593934362,0.593031704,0.637021229,0.627132111,0.628195242,0.65133337,0.702132947,0.638114448,0.644643673,0.633139801,0.799038279,0.603362122,0.662095058,0.654422466,0.52549284,0.621114392,0.759241099,0.677630802,0.716525325,0.644723909,0.608677773,0.621676046,0.638385245,0.615357441,0.60382348,0.625587563,0.663037834,0.658735165,0.613552126,0.656287959,0.651533961,0.732793224,0.660410096,0.646970524,0.64299883,0.566914805,0.6059698,0.621475456,0.700528222,0.660410096,0.542964284,0.646027748,0.670780632,0.666177077,0.724197916,0.690237923,0.688843818,0.638134507,0.635827715,0.703637377,0.616831782,0.681161197,0.638475511,0.479096228,0.672876804,0.677520477,0.601406363,0.680439071,0.469768764,0.633139801,0.663288572,0.509275088,0.671131665,0.679075054,0.663017775,0.649086755,0.595769767,0.658093275,0.532954811,0.716936535,0.646087926,0.655054327,0.745129548,0.600644119,0.682194239,0.629629465,0.737236307,0.670580041,0.564648131,0.627242436,0.661453168,0.645857246,0.61881763,0.66695938,0.679706915,0.661703906
0.648093832,0.532182537,0.642948682,0.671432551,0.632417674,0.638756338,0.734438068,0.575339611,0.608417006,0.641975818,0.734939544,0.635657213,0.625527386,0.617503761,0.585720176,0.623792277,0.652958155,0.703486934,0.646148103,0.638204714,0.591266507,0.630040675,0.660791219,0.633530952,0.610432941,0.648103861,0.614053602,0.653319218,0.678573578,0.65498412,0.647532178,0.689666239,0.65497409,0.642076113,0.643510336,0.554648688,0.574747869,0.631324455,0.663609517,0.682063855,0.66546498,0.637943946,0.653369365,0.651002396,0.674902769,0.662085028,0.702233242,0.644834234,0.617453613,0.694831448,0.64514515,0.647391765,0.648294422,0.586532568,0.613562155,0.623210564,0.614374547,0.653710369,0.619630022,0.589721959,0.673518694,0.480480303,0.665986516,0.668564105,0.647441912,0.603592801,0.643821251,0.716284616,0.611285452,0.705853903,0.627984621,0.652376442,0.618065415,0.693537639,0.646087926,0.6305923,0.726233911,0.644683791,0.595639383,0.606872458,0.629820026,0.640802363,0.615036496,0.593693654,0.656117457,0.642828328
0.611987519,0.57922104,0.647552237,0.587956762,0.660349919,0.635426534,0.718731821,0.693988968,0.604154455,0.650460801,0.67189391,0.560335432,0.597916086,0.639067254,0.542723575,0.58242046,0.562060512,0.637402351,0.643279657,0.646910347,0.538089931,0.613993425,0.639598819,0.592971527,0.618757452,0.549262829,0.640872569,0.660801248,0.662135176,0.61068368,0.633290243,0.656037221,0.637352204,0.603963894,0.63508553,0.573203321,0.614374547,0.631966345,0.659457291,0.676417229,0.740315373,0.623882543,0.652516855,0.646007689,0.703035605,0.664592411,0.657321001,0.635346297,0.661051986,0.694319942,0.655876748,0.650450772,0.645917424,0.603442358,0.590845267,0.722081685,0.623340948,0.648685574,0.685193068,0.573754945,0.645315652,0.553986739,0.634884939,0.643590572,0.575469995,0.579903048,0.596481863,0.674130495,0.637562824,0.702463922,0.600774503,0.641885552,0.645576419,0.549102357,0.558831002,0.61153619,0.715963671,0.601516688,0.619098457,0.696897532,0.61132557,0.62287959,0.606942665,0.599139689,0.674060289,0.639829498
0.591928456,0.695563604,0.638485541,0.562020393,0.638916811,0.622348025,0.718832117,0.646348693,0.56851953,0.656789436,0.678774168,0.61431437,0.694931743,0.654081462,0.565761409,0.598417563,0.689565944,0.682234357,0.696867443,0.624043016,0.51950521,0.627984621,0.626690812,0.604375104,0.61794506,0.613431771,0.647000613,0.615247117,0.576884159,0.544930072,0.614474843,0.665274419,0.656939879,0.635055441,0.64065192,0.664722795,0.622829442,0.570675879,0.614565108,0.671923998,0.731499415,0.619389313,0.639297933,0.61838636,0.712062183,0.673839639,0.690659163,0.540717669,0.691521703,0.699695771,0.646238369,0.66783195,0.628425921,0.602068312,0.599560929,0.607554466,0.634904998,0.654733382,0.69843205,0.69971583,0.639007076,0.626219424,0.599591018,0.647772887,0.627071934,0.578749652,0.630642447,0.6316454,0.627553352,0.6710414,0.593753831,0.629499081,0.615357441,0.679295704,0.631043628,0.592470051,0.689796623,0.596943222,0.635175795,0.611185156,0.592901321,0.602880704,0.639458405,0.603602831,0.659447261,0.600122583
0.62201705,0.683568284,0.624965732,0.565590907,0.658554633,0.619319106,0.724699393,0.633631248,0.603362122,0.620472502,0.633220037,0.598507829,0.606300775,0.61409372,0.572872346,0.539534184,0.684210174,0.715963671,0.746633978,0.644533348,0.498653814,0.63016103,0.696245612,0.601506658,0.623591687,0.716505266,0.625166323,0.648825988,0.665144035,0.570916588,0.620001114,0.572972642,0.642868446,0.610984566,0.652486767,0.681772998,0.550707082,0.664883267,0.658945785,0.669135789,0.637041288,0.612328523,0.613000501,0.595950298,0.666136959,0.673729314,0.622217641,0.61580877,0.53041734,0.69307628,0.639478464,0.64514515,0.621074274,0.607835293,0.624032986,0.650410654,0.639809439,0.681251463,0.68622611,0.742862874,0.620973979,0.598537917,0.608156238,0.614886053,0.649738675,0.662867332,0.617202875,0.675785368,0.413272413,0.670559982,0.582530785,0.613281328,0.667932245,0.669938151,0.607975706,0.592339667,0.685032596,0.564036329,0.705191954,0.654472614,0.607985736,0.639287903,0.683518137,0.586602775,0.513537639,0.608266563
0.582901878,0.686276258,0.609249457,0.607052989,0.651223046,0.594315484,0.666518081,0.662496239,0.634142754,0.646779963,0.623180476,0.653359336,0.638676102,0.541379618,0.524409651,0.607323787,0.446399955,0.670048476,0.743213908,0.65797292,0.468876135,0.594134953,0.675143478,0.602038224,0.604074219,0.677831392,0.623752159,0.633059564,0.625326796,0.597324344,0.597655318,0.643550454,0.652607121,0.587916643,0.643349863,0.685955313,0.549543656,0.66911573,0.651614197,0.66911573,0.589210453,0.595408703,0.599360339,0.607504318,0.672936981,0.639167549,0.646097955,0.62502591,0.701170112,0.703206107,0.623431214,0.64257759,0.616581044,0.600022288,0.607193403,0.583553797,0.632497911,0.62159581,0.658685017,0.786521424,0.653469661,0.656558756,0.625848331,0.583473561,0.650551067,0.522634424,0.617604056,0.6661169,0.617754499,0.718902324,0.616340335,0.593623447,0.646599432,0.649788823,0.536766033,0.583242882,0.686727587,0.452558088,0.597254137,0.680699838,0.628937427,0.631565164,0.630622388,0.672134619,0.614504931,0.644553407
0.594937315,0.662496239,0.628054828,0.635546888,0.642978771,0.636329192,0.605939711,0.624223547,0.609981613,0.650771717,0.640351034,0.662666741,0.617152727,0.565550788,0.622789324,0.653108598,0.705633253,0.654412437,0.734718895,0.662285619,0.564848721,0.548871678,0.649287346,0.612097844,0.657441355,0.630040675,0.646669638,0.643811222,0.655114504,0.643710927,0.627613529,0.641203544,0.637061347,0.624022956,0.644423023,0.689535856,0.484100964,0.606090154,0.670750543,0.67958656,0.586933749,0.625537416,0.614825876,0.63037165,0.69692762,0.663940491,0.642286733,0.603542653,0.501261492,0.696355937,0.653519808,0.686366524,0.633661336,0.637442469,0.622568674,0.585760294,0.654663175,0.641444253,0.632548058,0.663559369,0.657300942,0.727407366,0.647833064,0.613642391,0.645947512,0.1,0.603482476,0.595950298,0.584436396,0.715251574,0.636058394,0.627864267,0.591447039,0.614053602,0.6380643,0.643379952,0.684170056,0.754226333,0.639739232,0.557146041,0.642537471,0.644372876,0.676988912,0.517459185,0.696586616,0.643891458
0.642076113,0.575429877,0.630722683,0.647883212,0.655325124,0.627884326,0.610382794,0.664592411,0.648083802,0.650882042,0.674471499,0.646328634,0.661292695,0.524530005,0.632989358,0.67617652,0.616370424,0.693557698,0.713827381,0.656137516,0.610984566,0.643931576,0.645626567,0.675434334,0.634333315,0.66098178,0.626560428,0.650520978,0.629037722,0.646258428,0.625096116,0.653850783,0.645205327,0.62502591,0.653600045,0.654422466,0.703236195,0.666036664,0.679927564,0.686406642,0.628044799,0.632919151,0.630351591,0.648154009,0.700397838,0.636971082,0.618326183,0.620803477,0.771747924,0.702544158,0.540868112,0.638746309,0.635215914,0.663258483,0.628606452,0.603231738,0.645636597,0.653740458,0.621535633,0.570746086,0.672395386,0.678292751,0.650350476,0.646920377,0.649588232,0.957244108,0.658815401,0.595679501,0.523727643,0.675925781,0.635055441,0.631615312,0.681863264,0.664110993,0.603963894,0.6434301,0.685403689,0.682655597,0.642176408,0.682976542,0.629358667,0.630883156,0.589441132,0.633029476,0.60554856,0.642948682
0.645084972,0.659397114,0.627533292,0.646328634,0.649327464,0.617212905,0.614264222,0.647331587,0.630040675,0.64770268,0.662436062,0.626119129,0.714439182,0.523727643,0.646238369,0.563845768,0.626169276,0.672194796,0.703486934,0.62458461,0.593703683,0.646990583,0.617503761,0.681482142,0.633049535,0.663920432,0.621335042,0.654001226,0.652105644,0.640742185,0.618135622,0.640320945,0.650119797,0.632668413,0.633631248,0.683758845,0.645496183,0.622729147,0.679686856,0.68237477,0.667661448,0.61667131,0.635396445,0.64555636,0.683106926,0.660099181,0.617985179,0.625567504,0.677349975,0.704289296,0.67189391,0.657401237,0.639057224,0.667591241,0.604976876,0.646047807,0.654392378,0.652577032,0.644884382,0.68153229,0.619750376,0.632036552,0.662736948,0.639107372,0.627172229,0.731800301,0.624223547,0.653289129,0.621555692,0.678894523,0.647090879,0.630652477,0.61688193,0.66332869,0.613993425,0.619800524,0.660650805,0.692584833,0.675514571,0.677981835,0.62310024,0.641805316,0.65990862,0.666337549,0.707879869,0.642647796
0.614996378,0.685313423,0.624965732,0.672926952,0.64899649,0.642015936,0.639909734,0.661483256,0.650099738,0.653650192,0.687469772,0.638014153,0.667320444,0.588016939,0.649367582,0.65712041,0.660660835,0.67810219,0.696606675,0.638365186,0.547628016,0.597695437,0.658885608,0.700738842,0.636670196,0.69307628,0.647371706,0.65904608,0.581898925,0.667490946,0.627392879,0.661513345,0.646047807,0.648936312,0.647732769,0.665956427,0.631093776,0.650079679,0.644583496,0.651102691,0.617503761,0.622317936,0.613802864,0.608727921,0.665856132,0.641113278,0.658323954,0.641002953,0.641995877,0.677410152,0.672636095,0.654602998,0.647381735,0.643751045,0.619278988,0.633420627,0.656969967,0.614133839,0.668764696,0.564808603,0.646519195,0.668925169,0.655977044,0.648103861,0.652908007,0.742872904,0.634513846,0.723937148,0.545020338,0.687369477,0.630040675,0.641093219,0.639117401,0.787634702,0.661132223,0.634764585,0.576342564,0.748158467,0.679416058,0.679967683,0.647762857,0.64856522,0.689696328,0.642216526,0.630853067,0.64320945
0.655114504,0.64257759,0.639879646,0.558790884,0.655886778,0.623641834,0.643349863,0.643690868,0.643079066,0.654402407,0.608417006,0.607353875,0.677259709,0.651604168,0.651363459,0.651102691,0.673689196,0.645897364,0.682655597,0.609680727,0.587675935,0.641454282,0.675725191,0.646729816,0.626209394,0.671302167,0.636730373,0.659878531,0.617002285,0.658695047,0.639959882,0.638846604,0.651102691,0.643028918,0.654051373,0.58712431,0.625848331,0.639969911,0.665986516,0.472306235,0.624825319,0.622127375,0.591226389,0.636961052,0.552522427,0.619389313,0.670911016,0.643249568,0.643028918,0.530156572,0.655756394,0.63421296,0.650741628,0.641193514,0.70398841,0.629850114,0.630281384,0.629539199,0.677600713,0.56616259,0.604645902,0.600032317,0.598808715,0.652185881,0.659437232,0.692815512,0.66311807,0.688242046,0.621866607,0.58198919,0.608978659,0.648023625,0.644984677,0.647181144,0.627031816,0.647211233,0.527398451,0.580895971,0.685453836,0.628074887,0.635627124,0.648906224,0.649287346,0.600092495,0.632899092,0.650230122
0.636058394,0.57001393,0.639628907,0.726304118,0.650801805,0.639498523,0.693748259,0.657531621,0.637893798,0.608246504,0.700919374,0.608657714,0.678132278,0.593834067,0.64920711,0.640070207,0.597113724,0.601215802,0.680810163,0.561799744,0.561137795,0.578067644,0.646238369,0.615668357,0.633530952,0.66353931,0.556433944,0.664672647,0.69222377,0.647893241,0.638274921,0.51437009,0.648093832,0.634784644,0.642547501,0.633651307,0.631143924,0.596582159,0.692685128,0.611897253,0.624053045,0.620271912,0.60061403,0.627081964,0.71897253,0.608737951,0.685955313,0.651092662,0.634473728,0.665525157,0.631585223,0.648224216,0.654452555,0.674531677,0.601757397,0.60982114,0.62415334,0.640671979,0.643249568,0.622578704,0.590263554,0.618958043,0.637522706,0.643149273,0.658023068,0.647612414,0.666979439,0.622739176,0.584115451,0.661312754,0.628034769,0.649006519,0.631143924,0.635095559,0.58992255,0.646559314,0.649818911,0.628857191,0.684450883,0.571237533,0.634192901,0.652045467,0.584516632,0.650601215,0.595759737,0.653670251
0.642076113,0.596050593,0.637823592,0.645576419,0.657050203,0.641243662,0.734407979,0.662716889,0.697409038,0.629117958,0.623902602,0.647973477,0.622899649,0.595368585,0.642397058,0.57900039,0.595137906,0.653830724,0.689114615,0.633300273,0.534649802,0.679947624,0.642768151,0.601296038,0.641544548,0.650721569,0.614916142,0.667852009,0.58691369,0.661864378,0.643319775,0.585078286,0.64107316,0.643279657,0.640160473,0.590283613,0.612689586,0.677089207,0.642487324,0.653309188,0.662596534,0.641945729,0.631695548,0.609981613,0.694841478,0.642838357,0.673548783,0.648665515,0.619770435,0.692815512,0.653529838,0.666146988,0.646047807,0.645105031,0.59184822,0.654272023,0.636108542,0.646689697,0.631194071,0.578940213,0.580755558,0.630983451,0.64792333,0.642236586,0.63678052,0.687921101,0.642948682,0.619148604,0.670690366,0.694610798,0.646087926,0.656578815,0.620402296,0.6676113,0.62502591,0.65176464,0.648645456,0.596110771,0.67317769,0.673498635,0.645014766,0.644854293,0.584606898,0.643048978,0.573283557,0.643089096
0.634052488,0.55974369,0.61667131,0.630291414,0.654883825,0.614996378,0.654532791,0.657451385,0.676397169,0.620853625,0.606481306,0.617904942,0.670289185,0.62458461,0.647331587,0.648745751,0.720888171,0.635597036,0.687570067,0.620793447,0.582901878,0.642106202,0.638976988,0.582360283,0.612218198,0.628636541,0.644242492,0.639418287,0.624022956,0.630140971,0.623862484,0.625376943,0.644082019,0.645405917,0.62736279,0.626831225,0.600523764,0.631274308,0.652346353,0.640501477,0.627954533,0.623531509,0.607835293,0.641875522,0.65262718,0.639689085,0.634794673,0.663940491,0.554066975,0.609159191,0.599911963,0.652105644,0.627302613,0.633661336,0.676858528,0.663318661,0.624775171,0.639608848,0.609720845,0.60275032,0.595599265,0.610162144,0.634543935,0.623461303,0.667280325,0.689064468,0.647201204,0.581186828,0.540326517,0.593222266,0.631043628,0.643410041,0.621495515,0.669155848,0.646087926,0.618496685,0.6385056,0.612218198,0.64577701,0.546294088,0.625597593,0.613532067,0.565410375,0.657290912,0.618406419,0.624434167
0.66012927,0.494702179,0.62053268,0.631093776,0.642407088,0.621084304,0.655244888,0.650531008,0.589140246,0.628897309,0.664843149,0.634584053,0.647622444,0.64856522,0.648866106,0.640240709,0.689124645,0.636088483,0.695573633,0.62907784,0.633530952,0.649919207,0.638234802,0.576573243,0.608637655,0.649046637,0.645054884,0.627934474,0.636058394,0.621084304,0.615357441,0.60146654,0.649096785,0.643309745,0.642467265,0.615327353,0.614514961,0.641614755,0.642116231,0.649086755,0.684992478,0.606511395,0.604385134,0.609450047,0.681442024,0.611225274,0.636309132,0.479517468,0.621014097,0.658033097,0.603562712,0.605167437,0.606140302,0.61152616,0.653289129,0.75770658,0.618466596,0.629117958,0.626319719,0.602369198,0.603753274,0.658664958,0.641233632,0.611696662,0.613150944,0.736273472,0.604655931,0.616129715,0.868914025,0.643309745,0.64107316,0.631354544,0.65754165,0.664201259,0.632046582,0.625998774,0.665635482,0.64234691,0.683568284,0.668634312,0.621726194,0.620973979,0.526415557,0.649156962,0.514761241,0.644021842
0.67617652,0.692594863,0.613401683,0.591276536,0.651503873,0.614374547,0.697559481,0.6385056,0.638174625,0.631153953,0.650360506,0.615407589,0.682214298,0.591687747,0.658654928,0.549834513,0.751618655,0.65133337,0.70464033,0.643259598,0.65990862,0.612117903,0.647261381,0.556564328,0.607875411,0.590464144,0.631274308,0.635988187,0.613993425,0.624063075,0.612218198,0.626500251,0.656117457,0.662085028,0.629639494,0.59762523,0.638876692,0.649568173,0.68279601,0.651905054,0.690609015,0.605357999,0.619359224,0.63337048,0.635526829,0.649698557,0.630231236,0.702102858,0.6611924,0.662014821,0.618466596,0.643530395,0.605528501,0.629248342,0.625738006,0.677650861,0.613090767,0.661904497,0.646138073,0.6256678,0.647301499,0.645736892,0.65498412,0.5946264,0.604495459,0.626048922,0.660069092,0.544920042,0.69736892,0.649578202,0.633540982,0.633871956,0.671071488,0.667039617,0.667149941,0.627132111,0.676066195,0.671362345,0.748800357,0.661764083,0.63528612,0.632006463,0.612037666,0.673618989,0.433512008,0.635165766
0.647090879,0.694530562,0.631394662,0.61281997,0.656518638,0.63977935,0.650410654,0.648394718,0.627242436,0.645817128,0.631103806,0.661733995,0.648876135,0.652446648,0.674662061,0.664090934,0.941247005,0.670900986,0.705402574,0.657451385,0.671542876,0.638836574,0.64834457,0.635907951,0.630722683,0.629739789,0.686316376,0.645004736,0.65712041,0.644001783,0.632347468,0.61088427,0.66012927,0.654723352,0.635436563,0.619640051,0.590744971,0.666467933,0.683427871,0.654422466,0.647461971,0.618245946,0.625888449,0.655154622,0.656087368,0.620933861,0.646408871,0.65668914,0.658323954,0.671994205,0.643289686,0.650932189,0.623872514,0.657240764,0.607614643,0.696747089,0.643771104,0.679656767,0.679406029,0.631254249,0.644653703,0.65369031,0.669847885,0.621906725,0.691712264,0.678663844,0.650531008,0.575379729,0.670138742,0.703657436,0.649648409,0.63528612,0.645235415,0.655525715,0.689214911,0.647461971,0.667039617,0.594144982,0.683698668,0.702213183,0.627483145,0.642607678,0.654151669,0.674491558,0.545712375,0.646258428
0.663138129,0.692745306,0.626470162,0.638014153,0.669516911,0.627252466,0.626008804,0.621144481,0.620753329,0.648304452,0.649668468,0.636078453,0.690839695,0.612990472,0.62630969,0.613070708,0.777805761,0.662506268,0.718250404,0.652396501,0.665495069,0.681752939,0.64385134,0.613953307,0.627402909,0.698522316,0.657030144,0.648815958,0.610984566,0.631845991,0.620643004,0.63080292,0.663138129,0.609971583,0.636820639,0.584396278,0.634774614,0.664652588,0.683427871,0.661062016,0.635958099,0.61216805,0.622057168,0.663208336,0.647181144,0.63872625,0.62886722,0.651664345,0.636750432,0.657441355,0.627112052,0.638856633,0.624534463,0.646910347,0.677500418,0.668544046,0.630291414,0.669346409,0.676086254,0.66760127,0.625356884,0.666999499,0.653539867,0.611806987,0.584035215,0.698020839,0.647191174,0.694289853,0.649146933,0.677841422,0.656889731,0.640591742,0.628927397,0.660570569,0.649096785,0.632638324,0.645967571,0.5571661,0.666237254,0.69414944,0.630722683,0.638896752,0.678784198,0.676537583,0.54668524,0.635597036
0.621014097,0.684671533,0.638605895,0.629208224,0.670880927,0.629559258,0.649949295,0.643520366,0.659567616,0.652075556,0.687850894,0.643700897,0.666678554,0.658263777,0.642176408,0.651814788,0.61046303,0.664642559,0.731549563,0.671332256,0.65733103,0.684059731,0.67745027,0.632207054,0.64320945,0.695974815,0.64813395,0.672606007,0.622538586,0.644352817,0.628526216,0.575810999,0.668152895,0.660650805,0.657631916,0.65541539,0.621706135,0.669827826,0.684811946,0.659136346,0.654111551,0.621926784,0.617724411,0.668875021,0.656759347,0.646388812,0.664311584,0.658113334,0.651102691,0.659978827,0.649046637,0.637713267,0.638676102,0.645616538,0.663449044,0.664732824,0.628034769,0.663128099,0.690739399,0.658223659,0.652175851,0.679476236,0.657280883,0.620261882,0.589832284,0.69650638,0.627342731,0.698301666,0.646328634,0.694299883,0.660169388,0.645115061,0.674140525,0.669466763,0.662074999,0.650731599,0.653790606,0.630542152,0.736433944,0.673649078,0.625627682,0.63187608,0.645074943,0.68323731,0.569251686,0.631454839
