-13.605,5.428,5.538,10.667,6.058,4.978,4.892,3.141,4.68,2.089,6.343,8.6,4.044,-13.746,1.184,4.954,1.398,5.245,-27.27,5.089,-10.851,8.351,1.879,9.933,6.379,-2.313,5.124,5.161,3.518,7.605,4.98,14.767,3.43,13.204,4.299,4.69,-2.932,1.856,3.723,5.741,10.391,8.207,12.044,-7.775,6.936,1.865,3.83,2.049,7.64,7.598,5,1.908,0.296,7.498,4.546,0.192,6.273,5.987,10.927,6.181,6.9,7.347,5.695,5.535,7.042,-4.298,2.993,-4.882,1.809,8.138,3.845,11.839,4.527,0.022,4.8,5.681,5.362,12.169,14.037,1.156,2.677,2.3,2.493,1.361,6.316,2.483
-19.685,-0.852,2.649,10.452,5.453,5.212,4.893,-3.426,4.47,5.579,6.667,6.6,6.129,9.063,3.042,-3.714,5.36,4.027,-5.58,5.412,21.201,5.202,5.442,1.227,5.667,17.047,4.919,3.876,3.606,2.982,6.843,7.449,4.109,0.365,3.537,1.105,7.888,5.765,2.931,1.842,7.909,6.204,8.909,9.457,3.895,15.332,1.359,2.271,0.668,6.421,4.664,1.91,6.844,10.891,10.279,4.103,2.814,4.483,8.245,6.374,3.3,10.035,4.846,6.614,8.323,11.334,-0.136,8.409,4.541,7.553,6.178,9.953,3.694,6.916,3.9,4.259,7.554,3.774,2.742,5.571,1.103,6.1,-1.575,-2.491,1.434,1.295
34.314,-5.308,4.138,10.524,-0.456,4.352,4.956,4.73,1.07,6.798,5.921,0.6,-1.268,4.135,3.743,-0.707,-1.599,5.84,10.3,3.287,5.214,-4.029,6.899,14.49,0.637,6.503,2.106,10.518,6.359,3.285,6.234,6.092,4.406,11.845,9.541,-12.279,-1.893,3.58,5.994,-2.237,7.042,5.61,8.474,8.778,9.021,10.615,3.439,-0.929,-1.391,7.339,8.107,1.895,3.625,10.865,9.428,8.579,3.785,8.689,8.539,4.073,4.71,4.328,7.016,5.874,8.651,-9.82,1.864,10.136,1.7,10.04,7.374,9.596,-6.265,-2.847,5.6,5.328,8,5,5.605,9.066,4.874,4.4,0.17,3.272,6.244,6.216
5.839,10.13,6.124,10.502,10.953,6.957,5,6.651,11.11,3.957,6.832,3.4,2.283,6.273,3.547,2.08,-2.511,2.557,18.18,6.167,-2.44,3.817,3.659,17.613,9.27,6.765,7.407,11.508,4.877,5.239,6.652,4.554,2.209,9.41,4.633,11.36,-1.647,5.417,7.453,3.53,8.475,2.798,11.677,4.964,9.474,8.251,7.866,3.963,2.661,5.359,11.905,7.532,8.275,11.698,0.131,4.95,5.01,7.57,4.432,8.57,4.212,6.548,3.402,6.311,7.061,-12.465,3.884,5.919,6.685,-3.103,7.94,5.309,3.67,-1.12,6.5,6.821,6.831,14.286,7.63,5.459,5.534,5.8,2.441,12.214,-1.106,6.98
6.207,10.569,3.48,10.426,1.606,3.561,4.931,5.294,4.76,4.913,5.814,2.4,3.765,3.967,2.026,0.948,0.606,0.95,16.95,3.6,0.997,3.676,8.191,-3.11,4.555,-12.482,3.275,4.914,-2.7,5.303,4.862,8.333,1.369,10.768,4.362,10.541,2.162,9.037,-2.636,1.082,17.036,3.268,5.82,2.009,7.318,2.154,-0.735,-0.452,13.616,7.685,7.1,-1.203,8.643,9.525,6.92,4.885,5.286,10.419,9.16,10.269,6.168,5.622,5.345,7.469,9.205,7.01,1.332,-1.061,7.18,7.834,6.123,6.253,0.885,6.777,12,3.822,8.182,15.46,0.694,2.824,2.142,6.4,1.046,16.647,4.911,5.98
-4.805,-0.66,5.643,9.072,2.567,3.156,4.771,3.576,14.364,7.171,6.344,6.7,0.538,4.613,4.615,0.645,-1.807,11.236,10.65,5.237,6.775,1.359,6.969,11.577,2.741,13.463,-0.34,5.046,0,2.373,5.252,4.508,-4.258,6.495,5.512,5.233,-0.576,5.374,-0.055,2.791,11.502,5.985,10.639,14.729,11.994,-0.406,1.106,2.065,13.249,7.817,6.096,7.041,2.741,3.301,-0.382,-4.251,3.787,5.79,7.581,5.814,1.992,8.239,4.441,4.078,7.499,7.009,2.877,13.897,1.7,10.18,4.438,7.246,0,-3.575,19.2,2.091,11.123,9.409,4.057,11.213,1.573,6.5,3.063,-5.57,1.523,2.379
9.453,3.192,3.008,9.598,-1.876,3.868,4.913,1.078,13.275,6.317,5.925,4.2,8.823,13.822,-10.912,4.677,0.767,3.616,-5.77,4.135,-0.986,2.116,5.65,4.598,5.53,3.328,4.621,0.805,13.352,2.169,4.921,4.115,3.075,5.669,4.112,4.314,-2.118,5.978,7.826,1.38,11.253,7.179,11.082,3.361,9.08,10.912,0.217,5.529,7.282,3.857,5.855,-1.571,5.28,6.97,0.123,-15.744,6.256,5.401,8.553,4.07,9.15,3.853,5.223,7.544,6.223,6.916,-1.22,0.505,0.036,12.509,7.197,4.34,-9.524,1.424,12.1,3.365,8.616,5.5,2.043,4.733,2.786,2.5,-3.657,7.92,8.367,6.305
10.796,4.823,4.472,8.422,9.489,4.194,7.367,3.842,2.105,8.529,10.567,9.8,3.071,-0.298,6.346,1.404,-0.457,3.592,-4.1,5.933,4.333,7.631,8.473,12.548,5.553,0.239,1.909,-1.607,7.916,2.303,4.491,2.509,0.369,7.204,8.766,1.025,3.182,6.598,3.388,10.915,14.404,6.545,12.882,7.983,13.166,-0.367,4.184,6.829,-1.923,7.978,9.423,0.675,6.416,1.343,0.383,-1.248,2.26,7.233,6.977,4.36,4.527,0.152,5.038,8.876,5.18,7.014,6.291,7.553,2.02,13.527,4.153,6.597,6.51,1.963,7.6,3.639,8.122,5.024,5.215,6.778,5.441,4.8,1.889,1.248,1.97,5.094
8.433,9.68,6.276,8.982,1.221,6.63,5.106,2.877,3.436,4.474,15.123,9.5,2.026,-1.46,4.901,7.092,6.881,3.938,16.94,6.103,9.329,7.549,5.492,9.539,6.509,10.891,4.669,5.28,2.596,9.593,7.109,8.083,6.006,11.564,4.737,6.994,3.812,0.655,6.54,6.822,15.517,6.098,12.478,7.959,14.561,1.548,9.973,3.721,5.882,4.889,3.419,4.463,6.429,6.238,-5.486,24.197,4.505,5.508,8.441,8.273,4.701,3.514,4.689,2.121,9.375,11.007,-6.554,0,8.525,13.834,4.716,8.907,2.861,1.389,4.5,5.009,6.551,10.831,2.731,4.081,1.924,3.1,5.865,-0.437,12.428,7.046
8.863,3.046,6.321,-5.65,5.62,5.583,4.808,2.098,6.312,5.231,17.12,10.4,0.117,21.326,3.092,2.333,1.86,1.829,19.3,6.208,-0.245,6.358,7.503,10.375,1.597,18.227,6.872,5.599,12.703,4.814,6.109,8.679,9.723,8.565,5.708,4.255,0.651,3.627,5.157,7.555,10.928,5.269,2.455,-4.655,10.053,2.177,11.094,5.276,0.479,5.987,6.502,2.576,6.14,1.354,3.056,25.007,1.943,11.353,6.959,10.843,5.553,3.366,3.692,12.613,8.398,6.001,8.562,8.872,8.62,13.942,5.249,4.289,10.746,5.925,2.7,7.289,11.408,2.524,3.534,3.234,6.841,-0.283,2.333,4.797,22.565,7.176
-11.332,5.658,5.115,1.627,-5.479,3.986,3.959,-1.497,3.438,5.063,25.821,11.343,1.413,2.747,3.48,1.13,-2.248,9.423,7.06,5.961,6.005,7.753,6.779,9.457,3.005,10.871,6.293,4.057,6.889,2.357,5.317,10.259,5.216,7.841,5.584,3.113,6.48,3.995,1.643,7.024,13.702,1.818,4.699,22.174,10.546,5.114,2.667,3.929,16.219,10.035,3.762,-1.195,4.317,3.305,5.679,14.238,5.672,0.468,9.616,6.295,5.538,4.591,5.389,6.632,6.365,1.207,-0.14,15.852,3.466,12.413,4.279,4.649,2.968,2.247,3.9,0.945,4.895,0,1.04,5.567,3.505,3.293,-0.252,-0.086,8.918,4.001
27.424,1.628,6.208,-3.497,-13.974,5.296,10.218,6.426,1.813,7.967,26.362,11.94,2.311,-6.404,2.674,-0.001,1.15,-1.02,3.81,7.669,0.151,8.618,8.178,4.237,3.929,10.394,5.018,3.056,7.485,7.735,4.511,11.337,-2.488,10.16,7.333,-3.318,0.977,5.762,-0.553,7.038,14.499,3.69,8.414,17.082,7.214,-0.203,6.598,-1.273,6.231,9.388,8.229,3.118,3.534,2.221,-5.166,3.364,5.331,0.813,4.583,5.644,6.631,3.478,5.43,8.016,7.174,0.263,6.383,6.308,0.9,13.316,1.655,8.15,25.831,-5.071,-0.6,2.289,4.279,7.625,5.78,7.426,4.322,5.259,-1.32,9.209,8.33,3.91
