loss,mae,mse,val_loss,val_mae,val_mse,epoch
0.07083956152200699,0.18804746866226196,0.07083956152200699,0.050023939460515976,0.1896512359380722,0.050023939460515976,0
0.038405515253543854,0.1616324484348297,0.038405515253543854,0.0010024195071309805,0.02825867384672165,0.0010024195071309805,1
0.0008052591583691537,0.02505934238433838,0.0008052591583691537,0.00047488868585787714,0.017008019611239433,0.00047488868585787714,2
0.00044560551759786904,0.016902821138501167,0.00044560551759786904,0.0012358441017568111,0.030413614585995674,0.0012358441017568111,3
0.0008642793400213122,0.023028425872325897,0.0008642793400213122,0.0003184244269505143,0.014904995448887348,0.0003184244269505143,4
0.00028107917751185596,0.013551658019423485,0.00028107917751185596,0.00016078725457191467,0.010791544802486897,0.00016078725457191467,5
0.0002405181439826265,0.012205541133880615,0.0002405181439826265,0.0006227513076737523,0.022137582302093506,0.0006227513076737523,6
0.0005311525310389698,0.019832588732242584,0.0005311525310389698,0.001589848892763257,0.03614041581749916,0.001589848892763257,7
0.0016327800694853067,0.03582005575299263,0.0016327800694853067,0.016001133248209953,0.10716141760349274,0.016001133248209953,8
0.015178710222244263,0.10857841372489929,0.015178710222244263,0.0160945113748312,0.12362399697303772,0.0160945113748312,9
0.014927446842193604,0.11873653531074524,0.014927446842193604,0.010904182679951191,0.10085362195968628,0.010904182679951191,10
0.011267992667853832,0.10137423872947693,0.011267992667853832,0.034055981785058975,0.1675771325826645,0.034055981785058975,11
0.030646366998553276,0.16133713722229004,0.030646366998553276,0.09199933707714081,0.25367727875709534,0.09199933707714081,12
0.07036212086677551,0.2257421761751175,0.07036212086677551,0.013937804847955704,0.09583594650030136,0.013937804847955704,13
0.010516053065657616,0.08175844699144363,0.010516053065657616,0.0023262545000761747,0.04074547812342644,0.0023262545000761747,14
0.0014176773838698864,0.02902068756520748,0.0014176773838698864,0.0003629087295848876,0.014289114624261856,0.0003629087295848876,15
0.0003632153384387493,0.015902068465948105,0.0003632153384387493,0.00018241383077111095,0.01150289922952652,0.00018241383077111095,16
0.00018332885520067066,0.010833755135536194,0.00018332885520067066,0.0005022284458391368,0.020624680444598198,0.0005022284458391368,17
0.0006437529809772968,0.021950118243694305,0.0006437529809772968,0.0003490825183689594,0.015761423856019974,0.0003490825183689594,18
0.0007634132634848356,0.020696595311164856,0.0007634132634848356,0.0025389129295945168,0.04761325940489769,0.0025389129295945168,19
