"Argentina","Austria","Belgium","Brazil","Canada","China","Colombia","Ecuador","Egypt, Arab Rep.","Finland","France","Germany","Hungary","India","Indonesia","Iran, Islamic Rep.","Italy","Japan","Korea, Rep.","Malaysia","Mexico","Morocco","Pakistan","Philippines","Poland","Portugal","Romania","Russian Federation","Serbia","Slovak Republic","Slovenia","South Africa","Spain","Sweden","Thailand","Turkiye","Ukraine","United Kingdom","United States","Uzbekistan","Australia"
0.116451262767689,0.111324170101567,0.113665491070488,0.148488229769431,0.143450360795479,0.195520043579402,0.105956748395448,0.101363215821705,0.105628775620447,0.10639922417727,0.179678339730304,0.215345433871271,0.102599254345108,0.128281455372818,0.117878095751504,0.109259122198166,0.174295074564828,0.272038246873124,0.129404146602216,0.105086938087975,0.132926924429564,0.100930145975002,0.104808119535911,0.10484696014957,0.109776689833063,0.106514956039665,0.103505883729698,0.129909996221467,0.10006784331453,0.101011966519416,0.100264453002196,0.108080649703275,0.136131779764993,0.113060630802181,0.108640656743153,0.116152563087954,0.101963649006321,0.190573461019474,0.628732009886296,0.100230305846203,0.132603823189158
0.117122876226251,0.111765285364719,0.113953043274664,0.148655880779802,0.145181730523002,0.203092427173494,0.105996335099991,0.101440166548147,0.105997958944856,0.106802596019239,0.182573611236635,0.217688598123552,0.102739333614528,0.13009186684633,0.115401030129421,0.109472328640151,0.175658226497322,0.269840350904699,0.127844992205765,0.104639546883859,0.13467852638635,0.101069318994334,0.104956064969408,0.10481694096342,0.110276395174447,0.106875932364352,0.103414597315674,0.128272151180619,0.10010326867382,0.10109367124801,0.10030567366333,0.108126029584093,0.137762690549391,0.113666544375265,0.107905230570172,0.116564756357432,0.101907481839802,0.193464782632889,0.652470866302455,0.100282887256442,0.134153761168808
0.116509589519726,0.112218996397498,0.114482548363702,0.148888046707777,0.1475657103354,0.211067260967874,0.105702506954851,0.101324872259059,0.106421124139096,0.107143998430149,0.185432455952753,0.219928187406075,0.10285393976938,0.132841518967213,0.115530718280114,0.109681936290814,0.176904198273352,0.269269810817049,0.131151754778388,0.104985206401578,0.135660733091089,0.101091614305331,0.105173791844395,0.105011363470211,0.110800984841192,0.107183321808498,0.103397963877734,0.130145058737579,0.1,0.101091461661807,0.100374901877375,0.108344853651556,0.139503013367521,0.114289135273989,0.108312069540366,0.115991846334033,0.101901681840833,0.196311777670265,0.679005369148102,0.100337729667323,0.135895707831803
0.116371474930816,0.112664983195245,0.115057696659753,0.151076726259402,0.150080036613976,0.220581236367939,0.105898333868012,0.101350173558289,0.106893355780875,0.107613772360781,0.188823658458349,0.223450175254839,0.10302623008737,0.134141077623783,0.116343650129618,0.110305887708208,0.179854329403495,0.273977205417155,0.134064274150445,0.105514755378315,0.137472329532476,0.101131481102354,0.105436503610909,0.105274470226016,0.111338872480749,0.107495319461045,0.103506059280494,0.133258847097479,0.100060859327041,0.101115771833104,0.100425118602985,0.108737034130267,0.141627353552338,0.115017539415122,0.108726632745592,0.117169397187244,0.102072439610642,0.200294147482064,0.702652061396256,0.100388744651851,0.137334785483653
0.115605941796286,0.112838076280298,0.115234212985332,0.151800434416737,0.150994217385188,0.230715344955581,0.106013977955009,0.101444247366802,0.10717213044524,0.107838389604519,0.19060549903978,0.225542740745545,0.103189957407889,0.135835932785697,0.116975325782045,0.110576192046658,0.181432092184343,0.274652637105535,0.135765405253324,0.105548461131186,0.137316747639344,0.101286957119573,0.105664982972163,0.10546555726768,0.11149405938459,0.107660293321774,0.103740770695014,0.135005709182768,0.100133318756559,0.101184371018497,0.100470717728314,0.108999745896781,0.143303775880651,0.115249617567699,0.109061364226247,0.116125089388349,0.102342155849491,0.202479316017765,0.708414516281525,0.100446258179791,0.138117215382317
0.113797593044629,0.113066467866154,0.115511188254037,0.153412429602844,0.152563202626226,0.242744963265193,0.106189397088112,0.101544076187153,0.107367299042916,0.107989143850756,0.191645637507266,0.225292141983969,0.103388260535032,0.137236872027073,0.117783781086245,0.111510780597928,0.181640997631822,0.274726368439939,0.138604983269559,0.105901054905353,0.137301474720074,0.101358109776833,0.105831975667049,0.105705579093785,0.111748300825187,0.10772700262433,0.104010723931871,0.136697623868845,0.100205151682195,0.10128253659683,0.10052201287923,0.109369499761277,0.14451332086647,0.115606424560976,0.109679610242765,0.117228777244059,0.102520215649753,0.204311188576113,0.718750069407806,0.100503427767426,0.13967909081611
0.115104612610038,0.113198833166489,0.115682481943429,0.154033001667412,0.153527854251346,0.25717348320488,0.106470805014421,0.101613144525816,0.107634267916237,0.10816912730456,0.192407966839765,0.224408243725102,0.103566755968281,0.140241862781028,0.118681328419518,0.112590988534646,0.181755544526342,0.277423706423553,0.139851218371784,0.106300125752815,0.137855381369785,0.101498234489245,0.106226262755314,0.10604627930151,0.112194024296739,0.107645854268786,0.104127860200635,0.13944898760999,0.100257702502313,0.101407643719784,0.100566846924916,0.109675045922063,0.145870328521097,0.115989827499877,0.110446811109858,0.118278922106928,0.102854508773223,0.207600132742922,0.736076932992757,0.100566745562676,0.140944548730518
0.116558129314875,0.113586975976888,0.11627795024414,0.157202571292805,0.155210947509914,0.273169671754634,0.106868822557106,0.101827095991907,0.107987300567396,0.108534843500744,0.195050884076557,0.225881553782211,0.103794928115642,0.143508731435215,0.119671083808494,0.113180049231296,0.182933929245835,0.281324006238129,0.141974022487135,0.106794784008808,0.139378460077617,0.101617716326605,0.106771040763622,0.106508680098701,0.112851067039217,0.107800382857142,0.104661797947278,0.142360717003464,0.100370574839513,0.101534345375403,0.100634822632747,0.110160926638246,0.147333544407425,0.116726350865334,0.111166306048084,0.120166707593866,0.103308279101399,0.210146497041805,0.760618934301532,0.100682895088635,0.142712871900642
0.118111666085848,0.113914158773306,0.11667895215036,0.159066042994469,0.157012098678927,0.293014811511075,0.107248451153888,0.101976290441494,0.108388829126004,0.108799705764511,0.196648396321978,0.226809778617119,0.104000498097992,0.147034669176894,0.120847405806132,0.11363213641921,0.183620332858978,0.284612950404938,0.143825161745366,0.107210005529521,0.140310108153051,0.101703635823939,0.107277109821368,0.106879443380276,0.113336552766108,0.107869110993854,0.104925782457064,0.145135209562009,0.100445958585592,0.101701711168791,0.100696628571374,0.110749504570206,0.149098707663217,0.11723285880007,0.111675447244764,0.122069414898481,0.103440359395017,0.213111988866615,0.783664365072701,0.100799336394369,0.144091121201609
0.119649008295872,0.11442904925856,0.117129986033497,0.161445634036961,0.158539829482859,0.317694181317877,0.107801962814307,0.102107022690466,0.109030862275407,0.109194080628174,0.199039837043214,0.231687457489539,0.104197509979028,0.150906003110097,0.122048787679927,0.114363349373083,0.185135336230185,0.287160192457802,0.146184564446295,0.107668105332205,0.142166689485964,0.101907859517986,0.107764965484008,0.107297956478417,0.114215052837993,0.108013150422136,0.105400954574678,0.148917890343131,0.100519432932854,0.101930536784066,0.100793693617333,0.111407512842063,0.151153529732739,0.118082700204475,0.112304796849141,0.123671754790797,0.103776012517351,0.215577160922255,0.802720404000223,0.100932854937521,0.145326998806858
